//gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,time
-0.008919,-0.017651,0.009344,-0.013941,0.057849,0.971240,39580.341961
-0.015311,-0.014455,-0.000243,-0.064844,0.019397,0.900744,39580.346986
-0.014246,-0.011259,0.002953,-0.091669,-0.019880,0.865405,39580.351960
-0.014246,-0.008064,0.005083,-0.092584,-0.027753,0.919238,39580.356981
-0.011050,-0.005933,0.008279,-0.064661,0.020953,0.978839,39580.361962
-0.003593,0.000459,0.006149,-0.030237,0.054828,0.980304,39580.366981
-0.002528,0.006850,0.004018,-0.040125,0.069659,0.953204,39580.371969
-0.004658,0.008981,-0.000243,-0.079035,0.017932,0.951373,39580.376982
0.002799,0.004720,-0.001308,-0.091303,-0.033063,0.985888,39580.381962
-0.003593,0.004720,0.008279,-0.056696,0.007953,1.013629,39580.386983
0.005994,0.002589,0.009344,-0.015863,0.036242,1.050616,39580.391955
0.002799,0.007915,0.007214,-0.008722,0.042559,1.049518,39580.396992
0.007060,0.003654,0.001888,-0.060724,-0.004316,0.968951,39580.401960
0.004929,-0.001672,-0.003439,-0.085169,-0.047620,0.955035,39580.406986
0.002799,0.001524,0.005083,-0.052851,-0.037641,0.970324,39580.411963
-0.004658,0.003654,0.010410,-0.013941,-0.000928,1.021045,39580.416989
-0.005724,0.005785,0.005083,-0.014673,0.037432,0.993854,39580.421959
-0.002528,0.003654,0.002953,-0.039209,0.008502,0.948626,39580.426980
-0.003593,0.008981,-0.002373,-0.056970,-0.044141,0.968768,39580.431962
-0.001462,0.008981,-0.000243,-0.019800,-0.032239,1.000171,39580.436961
-0.005724,0.001524,0.002953,-0.032984,0.017199,1.035235,39580.441991
-0.001462,0.005785,0.008279,-0.028681,0.058947,1.009601,39580.446957
-0.003593,0.000459,0.006149,-0.018060,0.034869,1.007220,39580.451984
-0.003593,0.005785,0.002953,-0.019800,-0.035810,1.047503,39580.456958
0.004929,-0.005933,-0.004504,-0.010004,-0.055677,1.060596,39580.461987
0.004929,-0.004868,0.000822,-0.021814,-0.026654,1.050799,39580.466955
-0.004658,-0.012325,0.007214,-0.008722,0.026995,1.022876,39580.471990
-0.002528,-0.010194,0.006149,0.004736,0.025805,0.999621,39580.476964
-0.007854,-0.006998,0.009344,-0.018976,-0.026563,1.017383,39580.481987
-0.015311,-0.011259,-0.003439,-0.041132,-0.065381,0.959338,39580.486959
-0.013180,-0.012325,0.004018,-0.036279,-0.049726,0.987170,39580.491989
-0.015311,-0.008064,0.000822,-0.026117,0.028552,0.997699,39580.496953
-0.013180,-0.013390,0.009344,-0.016504,0.054370,0.958606,39580.501990
-0.008919,0.001524,0.005083,-0.043604,0.028369,0.948443,39580.506960
-0.002528,0.002589,-0.002373,-0.060541,-0.006696,0.917041,39580.511994
-0.002528,0.001524,0.000822,-0.058161,-0.014295,0.964099,39580.516956
0.007060,0.008981,-0.005569,-0.039209,0.038348,0.998889,39580.521989
0.008125,0.003654,0.005083,-0.016046,0.065448,0.995227,39580.526961
0.007060,0.013242,0.009344,-0.027490,0.022143,0.973712,39580.531990
0.012386,0.010046,-0.000243,-0.030329,-0.040204,0.987811,39580.536957
0.014516,0.015372,-0.002373,-0.036829,-0.076917,1.027911,39580.541994
0.005994,0.008981,-0.002373,-0.031244,-0.028394,1.030292,39580.546956
-0.001462,0.006850,0.004018,-0.030969,0.002826,1.023334,39580.551987
0.001733,0.003654,0.008279,-0.011652,-0.008710,1.033679,39580.556955
-0.007854,0.006850,0.004018,-0.018060,-0.050733,1.042377,39580.561966
-0.007854,0.000459,-0.000243,-0.031427,-0.076184,1.034686,39580.566961
-0.012115,-0.005933,-0.000243,-0.034632,-0.025556,1.038257,39580.571967
-0.015311,-0.005933,-0.001308,-0.043237,0.023242,1.021960,39580.576981
-0.012115,-0.009129,0.008279,-0.035089,0.032397,1.010974,39580.581963
-0.008919,-0.009129,0.009344,-0.045069,-0.004407,0.988818,39580.586984
-0.005724,-0.011259,0.000822,-0.052027,-0.057508,0.969684,39580.591012
-0.005724,-0.011259,0.000822,-0.055139,-0.044324,0.972339,39580.595977
-0.009985,-0.002737,-0.001308,-0.055139,-0.044324,0.972339,39580.596994
-0.007854,-0.005933,-0.000243,-0.056513,0.010608,0.984240,39580.601013
-0.007854,-0.005933,-0.000243,-0.057062,0.032489,0.974811,39580.605975
-0.005724,-0.002737,0.008279,-0.057062,0.032489,0.974811,39580.606988
-0.002528,-0.009129,0.006149,-0.067224,0.003650,0.947345,39580.611011
-0.008919,-0.000607,0.002953,-0.060816,-0.052289,0.960071,39580.615973
-0.009985,0.003654,0.000822,-0.047449,-0.057965,0.995227,39580.621012
-0.015311,-0.000607,0.000822,-0.054773,0.001269,1.032672,39580.625973
-0.012115,-0.001672,0.001888,-0.067499,0.034869,0.997333,39580.631007
-0.004658,-0.005933,0.002953,-0.051203,0.011889,0.973803,39580.635973
-0.004658,-0.001672,0.007214,-0.040857,-0.038282,1.017383,39580.641013
-0.008919,0.000459,0.002953,-0.033441,-0.061170,1.001178,39580.645976
-0.003593,-0.002737,-0.001308,-0.070703,-0.019056,0.995501,39580.651011
-0.005724,-0.001672,-0.001308,-0.073450,0.033221,0.942950,39580.655978
-0.007854,-0.001672,-0.001308,-0.011469,0.026263,0.963183,39580.661014
-0.007854,0.004720,0.002953,-0.011102,-0.018689,0.990924,39580.665971
-0.003593,0.002589,0.008279,-0.058252,-0.063642,0.946704,39580.671013
-0.001462,0.010046,0.004018,-0.089197,-0.033612,0.919055,39580.675975
-0.005724,0.014307,-0.001308,-0.052851,0.008044,0.965930,39580.681012
-0.004658,0.012176,-0.004504,-0.009088,0.020953,1.008960,39580.685970
-0.006789,0.010046,0.006149,-0.012110,0.001361,1.033862,39580.690986
-0.009985,0.003654,0.004018,-0.036463,-0.056134,1.020587,39580.696004
0.001733,0.011111,-0.000243,-0.036737,-0.070600,1.043658,39580.700986
-0.002528,0.004720,-0.006634,-0.014398,-0.012922,1.104632,39580.706004
-0.004658,-0.004868,-0.002373,-0.005609,0.008593,1.068927,39580.710983
-0.005724,-0.010194,0.007214,-0.016962,-0.022535,1.030475,39580.716003
-0.018507,-0.014455,0.006149,-0.024744,-0.072431,1.022601,39580.720985
-0.020637,-0.012325,0.006149,-0.020075,-0.102094,1.043750,39580.726001
-0.022768,-0.013390,-0.002373,-0.029230,-0.047620,1.022235,39580.730987
-0.027029,-0.016586,0.002953,-0.039850,0.011706,0.985888,39580.735999
-0.023833,-0.016586,0.001888,-0.048548,0.012896,0.957049,39580.740986
-0.019572,-0.012325,-0.000243,-0.037470,-0.022626,0.948993,39580.746005
-0.024898,-0.008064,0.004018,-0.039301,-0.055036,0.964557,39580.750988
-0.017441,-0.008064,0.000822,-0.076471,-0.015210,0.952105,39580.756005
-0.015311,0.000459,-0.006634,-0.068964,0.041644,0.953570,39580.760987
-0.011050,0.005785,-0.005569,-0.033899,0.058123,0.948993,39580.765998
-0.011050,0.000459,0.001888,-0.031885,0.006396,0.981585,39580.770986
-0.001462,0.001524,0.004018,-0.061731,-0.042310,0.976367,39580.775997
-0.006789,0.007915,0.001888,-0.075006,-0.042218,0.965930,39580.780994
-0.003593,0.006850,-0.000243,-0.050562,0.001361,0.991290,39580.786001
-0.005724,0.007915,-0.005569,-0.029596,0.034137,1.027362,39580.790988
-0.006789,0.002589,-0.002373,-0.016596,0.005481,1.040820,39580.796008
-0.009985,-0.000607,0.001888,-0.032434,-0.057599,0.993121,39580.800989
-0.014246,0.000459,0.001888,-0.040033,-0.069959,1.006396,39580.806006
-0.009985,0.001524,0.000822,-0.049372,-0.018506,1.027362,39580.811004
-0.015311,-0.001672,-0.000243,-0.033075,0.019397,0.987445,39580.816005
-0.018507,0.000459,0.000822,-0.024561,0.014819,0.965838,39580.821002
-0.019572,0.002589,0.000822,-0.040125,-0.031873,0.967853,39580.825972
-0.017441,-0.001672,0.001888,-0.041864,-0.060529,0.990649,39580.831017
-0.014246,-0.000607,0.004018,-0.065302,-0.015302,0.972705,39580.835978
-0.006789,0.004720,0.001888,-0.062738,0.052172,0.961169,39580.841017
-0.012115,0.006850,-0.009830,-0.019251,0.050799,0.991931,39580.845979
-0.014246,0.003654,-0.003439,-0.006342,-0.001294,1.023700,39580.851008
-0.014246,-0.000607,0.001888,-0.054956,-0.040570,1.001910,39580.855977
-0.011050,-0.004868,0.005083,-0.028772,0.010608,1.058856,39580.861010
-0.009985,-0.002737,-0.000243,0.013067,0.028552,1.051166,39580.866032
-0.008919,-0.005933,-0.003439,-0.013574,0.003283,1.036334,39580.871010
-0.014246,-0.010194,0.000822,-0.075006,-0.051831,0.963824,39580.875977
-0.013180,-0.010194,0.001888,-0.068048,-0.050458,0.947619,39580.881018
-0.017441,-0.010194,0.002953,-0.034723,0.005297,1.003375,39580.885977
-0.027029,-0.008064,0.004018,-0.009271,0.034503,1.030017,39580.891012
-0.024898,-0.008064,-0.001308,-0.035455,0.024157,0.949817,39580.895985
-0.017441,-0.009129,-0.008765,-0.062921,-0.011640,0.927844,39580.901019
-0.013180,-0.002737,0.001888,-0.090296,-0.029401,0.896167,39580.905976
-0.003593,0.000459,0.001888,-0.065485,0.002368,0.955584,39580.911016
-0.007854,0.003654,0.004018,-0.030603,0.069110,0.970965,39580.915973
-0.008919,0.006850,-0.001308,-0.040857,0.046222,0.930682,39580.921019
-0.006789,0.007915,-0.002373,-0.051569,0.007220,0.983325,39580.925971
-0.003593,0.011111,-0.009830,-0.041315,-0.034162,0.985797,39580.931017
-0.000397,0.003654,-0.002373,-0.047083,-0.027570,1.029834,39580.935980
-0.003593,0.005785,0.004018,-0.039026,0.032489,1.001636,39580.941017
-0.004658,0.005785,-0.002373,0.009955,0.032672,1.018756,39580.946004
-0.007854,0.005785,-0.005569,-0.008173,-0.002668,1.035235,39580.950990
-0.006789,0.003654,-0.003439,-0.031885,-0.040570,0.996875,39580.955999
-0.011050,-0.001672,-0.003439,-0.064752,-0.052289,1.001544,39580.960994
-0.011050,-0.006998,-0.000243,-0.018793,0.006121,1.014270,39580.966002
-0.009985,-0.006998,0.005083,-0.010095,0.031024,1.017383,39580.970991
-0.014246,-0.004868,0.001888,-0.032617,0.038165,0.971515,39580.976007
-0.018507,-0.003803,-0.001308,-0.060816,-0.019422,0.917956,39580.980989
-0.021703,-0.009129,0.001888,-0.055139,-0.027753,0.935077,39580.986002
-0.016376,-0.000607,0.002953,-0.040399,0.018298,0.995135,39580.990990
-0.006789,-0.003803,-0.002373,-0.025476,0.060504,0.982776,39580.996006
0.001733,-0.003803,-0.003439,-0.009638,0.054461,0.971057,39581.000993
-0.004658,0.002589,-0.000243,-0.040582,0.008136,0.933429,39581.006003
0.003864,0.003654,-0.005569,-0.048914,-0.040845,0.995135,39581.010984
-0.002528,0.005785,-0.001308,-0.060449,-0.010999,0.985248,39581.015998
-0.003593,-0.001672,0.000822,-0.038202,0.038256,1.003650,39581.020984
-0.006789,0.001524,0.005083,0.007483,0.047686,1.039996,39581.025999
-0.002528,0.001524,0.002953,0.002173,0.003192,1.027545,39581.030982
-0.003593,0.004720,-0.007700,-0.043146,-0.048078,0.996234,39581.036007
-0.006789,-0.000607,0.004018,-0.071619,-0.023725,0.966937,39581.040987
-0.009985,-0.008064,0.001888,-0.058985,0.004931,0.990191,39581.046003
-0.009985,-0.001672,0.006149,0.006476,0.050708,0.995318,39581.050987
-0.011050,0.001524,0.001888,0.016455,0.028460,0.997058,39581.056004
-0.006789,0.000459,0.004018,-0.071436,-0.024915,0.951831,39581.061002
-0.001462,0.000459,-0.008765,-0.098627,-0.039289,0.903949,39581.066001
0.003864,0.003654,-0.000243,-0.043695,0.011432,0.954669,39581.071004
-0.004658,0.007915,0.004018,-0.020166,0.039996,1.010882,39581.075980
-0.006789,0.007915,0.006149,-0.046808,0.045855,0.983233,39581.081018
-0.006789,0.008981,-0.002373,-0.058893,0.002459,0.972705,39581.085974
-0.002528,0.013242,-0.003439,-0.015039,-0.031049,1.015185,39581.091017
-0.000397,0.006850,-0.005569,-0.009180,-0.005872,1.108661,39581.095980
0.010255,0.001524,-0.001308,-0.026209,0.036425,1.072955,39581.101017
0.009190,-0.002737,0.001888,-0.031336,0.029376,0.986987,39581.105975
-0.000397,-0.004868,0.000822,-0.022638,-0.025464,1.016559,39581.111016
-0.003593,0.000459,-0.002373,-0.021631,-0.076368,1.045032,39581.115979
-0.009985,-0.002737,-0.004504,-0.044794,-0.051740,1.010608,39581.121019
-0.020637,-0.011259,-0.001308,-0.050928,0.015551,0.991290,39581.125976
-0.016376,-0.009129,0.006149,-0.045984,0.042010,0.992572,39581.131015
-0.011050,-0.008064,0.001888,-0.014581,0.026263,1.005755,39581.135982
-0.011050,-0.002737,0.001888,-0.046900,-0.026197,0.962909,39581.141015
-0.013180,-0.005933,-0.002373,-0.088007,-0.006879,0.935809,39581.145974
-0.009985,0.000459,-0.000243,-0.084345,0.045306,0.972979,39581.151015
-0.000397,0.001524,-0.001308,-0.018152,0.067828,1.000720,39581.155974
0.003864,0.003654,0.006149,-0.006159,0.058581,1.012347,39581.161019
0.010255,0.002589,-0.001308,-0.064844,-0.000104,0.967212,39581.165977
0.009190,0.007915,0.000822,-0.081140,-0.039930,0.960254,39581.171025
0.009190,0.011111,-0.007700,-0.048914,0.000079,0.998523,39581.175977
0.001733,0.008981,0.001888,-0.005243,0.034228,1.052447,39581.181014
-0.002528,0.002589,0.001888,-0.021723,0.016650,1.032763,39581.185975
0.007060,0.005785,0.006149,-0.035547,-0.026746,1.012347,39581.190996
-0.000397,0.004720,0.004018,-0.042413,-0.047345,1.022967,39581.196014
0.003864,0.002589,-0.004504,-0.043329,-0.028394,1.049243,39581.200994
0.003864,0.001524,-0.004504,-0.037378,0.027819,1.052173,39581.206000
-0.006789,-0.000607,0.002953,-0.020807,0.052172,0.993121,39581.210988
-0.004658,0.000459,0.005083,-0.042413,0.010608,1.006854,39581.216000
-0.003593,-0.000607,-0.000243,-0.044428,-0.035535,1.007037,39581.219995
-0.003593,-0.000607,-0.000243,-0.037470,-0.037915,1.020770,39581.224971
0.001733,0.001524,0.000822,-0.037470,-0.037915,1.020770,39581.226014
0.002799,0.001524,-0.001308,-0.028955,0.034411,1.004474,39581.230003
0.002799,0.001524,-0.001308,-0.023554,0.039996,1.010516,39581.234964
0.004929,-0.002737,0.001888,-0.023554,0.039996,1.010516,39581.236015
0.010255,0.002589,-0.001308,-0.031976,0.023333,0.991656,39581.240000
0.008125,-0.002737,0.005083,-0.045069,-0.036908,0.965564,39581.244969
-0.002528,-0.000607,0.004018,-0.054224,-0.072889,0.993396,39581.250007
-0.006789,0.003654,-0.003439,-0.040766,-0.023725,1.037158,39581.254970
-0.008919,0.002589,-0.004504,-0.017328,0.020861,1.052264,39581.259995
-0.009985,0.000459,0.001888,-0.012201,0.022052,1.057300,39581.264973
-0.003593,-0.006998,0.002953,-0.045984,-0.012189,1.035419,39581.270004
-0.006789,-0.006998,0.001888,-0.053583,-0.039472,1.022784,39581.274975
-0.014246,-0.002737,-0.004504,-0.025018,-0.002576,1.040362,39581.280005
-0.009985,-0.009129,-0.005569,-0.039850,0.044574,1.057208,39581.284967
0.002799,-0.013390,-0.002373,-0.034998,0.048877,1.010699,39581.290005
-0.001462,-0.015520,-0.001308,-0.023371,0.009143,0.961627,39581.294971
-0.001462,-0.006998,0.008279,-0.036920,-0.046155,0.961444,39581.300004
0.003864,-0.006998,-0.000243,-0.066950,-0.029126,0.957141,39581.304970
0.002799,-0.000607,-0.008765,-0.067041,0.025439,0.915851,39581.310002
-0.008919,0.001524,0.000822,-0.025842,0.044940,0.905780,39581.314974
-0.006789,0.005785,0.001888,-0.023096,0.010882,0.947619,39581.319999
-0.003593,0.005785,0.005083,-0.047632,-0.034070,0.991748,39581.324996
-0.000397,0.010046,-0.001308,-0.063928,-0.038648,0.966662,39581.329977
-0.005724,0.008981,-0.003439,-0.043329,0.014270,1.002826,39581.334996
0.000668,0.012176,-0.000243,-0.002313,0.059771,1.071856,39581.339972
0.011321,0.003654,0.000822,0.011694,0.042559,1.052081,39581.344995
0.001733,0.000459,-0.000243,-0.038660,-0.002210,1.008136,39581.349977
-0.001462,-0.003803,-0.000243,-0.071161,-0.042035,1.005206,39581.354996
-0.002528,-0.004868,-0.001308,-0.037287,-0.034620,1.065356,39581.359974
-0.001462,0.000459,-0.002373,0.010596,0.018573,1.067828,39581.364994
-0.007854,-0.009129,0.001888,-0.007166,0.028643,1.016925,39581.369976
-0.005724,-0.013390,0.005083,-0.057977,-0.014936,0.959704,39581.374998
-0.008919,-0.010194,0.001888,-0.055597,-0.056867,0.921527,39581.379975
-0.017441,-0.004868,0.004018,-0.040857,-0.023633,0.953570,39581.384995
-0.018507,-0.003803,-0.002373,-0.043146,0.027179,0.988177,39581.389979
-0.004658,-0.006998,-0.003439,-0.031244,0.050891,0.958606,39581.395002
-0.004658,-0.001672,0.004018,-0.033167,0.024890,0.944415,39581.399979
-0.002528,-0.004868,0.000822,-0.043421,-0.022992,0.971148,39581.405000
0.002799,-0.000607,0.001888,-0.081232,-0.028577,0.996966,39581.409972
-0.003593,-0.001672,0.001888,-0.072809,0.035327,0.963000,39581.414996
-0.006789,0.005785,-0.001308,-0.026117,0.057483,0.983600,39581.419976
-0.000397,0.002589,-0.000243,-0.021173,0.023059,1.040362,39581.424993
0.003864,-0.005933,-0.000243,-0.065943,-0.062360,0.973895,39581.429973
-0.002528,-0.004868,0.005083,-0.054682,-0.015027,0.994311,39581.434994
-0.004658,-0.005933,0.001888,-0.037012,0.006305,1.015277,39581.439997
-0.006789,-0.003803,0.004018,-0.016046,0.031482,0.968036,39581.444970
-0.014246,-0.004868,-0.002373,-0.062464,-0.008802,0.908435,39581.450002
-0.021703,-0.009129,0.006149,-0.081140,-0.053022,0.925097,39581.454970
-0.009985,-0.003803,0.000822,-0.036188,0.006945,0.963458,39581.460005
-0.006789,-0.004868,0.005083,-0.025568,0.050616,0.972705,39581.464968
-0.005724,-0.001672,0.000822,-0.041315,0.074969,0.946612,39581.470006
0.000668,0.000459,-0.000243,-0.074182,0.039996,0.894885,39581.474970
0.001733,0.005785,-0.003439,-0.047815,-0.022901,0.930591,39581.480000
0.004929,0.004720,0.005083,-0.035272,-0.009259,0.983416,39581.484968
0.004929,0.002589,0.000822,-0.070886,0.023974,1.008227,39581.490004
0.009190,0.007915,0.007214,-0.035181,0.047778,0.973895,39581.494969
0.010255,0.011111,-0.002373,0.005102,0.001544,0.992755,39581.500010
0.003864,0.007915,-0.001308,-0.012659,-0.043775,1.061145,39581.504972
-0.001462,0.005785,-0.001308,-0.046350,-0.055219,1.010699,39581.510000
0.000668,-0.003803,0.009344,-0.048273,-0.011274,0.988727,39581.514969
-0.009985,-0.003803,0.006149,-0.011286,0.038806,1.025256,39581.520001
-0.008919,-0.001672,-0.005569,0.018286,0.013812,1.039996,39581.524972
-0.004658,-0.005933,0.006149,-0.025110,-0.035260,0.992114,39581.530005
-0.004658,-0.009129,0.000822,-0.061090,-0.040662,0.894702,39581.534970
-0.011050,-0.012325,0.004018,-0.069422,-0.008710,0.923724,39581.539999
-0.005724,-0.006998,0.000822,-0.034357,0.036700,0.949176,39581.544971
-0.002528,-0.003803,0.001888,-0.011835,0.054095,0.921344,39581.550004
-0.004658,-0.001672,0.005083,-0.046625,0.024066,0.912463,39581.554999
-0.004658,0.010046,0.000822,-0.085718,-0.036634,0.916858,39581.559975
0.004929,0.008981,-0.002373,-0.059992,-0.016950,0.956042,39581.564995
0.011321,0.006850,0.000822,-0.016596,0.032946,1.017291,39581.569974
0.002799,0.005785,0.006149,-0.033899,0.042559,1.001452,39581.574998
0.011321,0.008981,0.000822,-0.036096,0.013079,1.006488,39581.579976
0.003864,0.010046,-0.001308,-0.021814,-0.034803,1.007770,39581.584996
-0.006789,0.002589,-0.001308,-0.032251,-0.059247,1.058398,39581.589980
0.002799,0.000459,-0.001308,-0.043878,-0.015302,1.065173,39581.595004
0.002799,-0.006998,0.002953,-0.016504,0.023608,1.011615,39581.599978
-0.002528,-0.003803,0.008279,-0.013117,0.006396,0.994403,39581.605002
-0.008919,-0.004868,-0.000243,-0.030237,-0.044507,0.972064,39581.609975
-0.006789,-0.004868,-0.000243,-0.058710,-0.066297,0.954394,39581.614998
