//gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,time
-0.002528,-0.000607,-0.006634,-0.059992,0.024981,0.999713,39518.846606
-0.003593,-0.001672,0.002953,-0.076563,-0.027478,0.983600,39518.851581
-0.003593,-0.000607,-0.001308,-0.089197,-0.065198,0.987170,39518.856607
-0.006789,-0.002737,-0.005569,-0.091852,-0.025373,1.004565,39518.861587
-0.004658,0.000459,-0.008765,-0.066492,0.025348,0.990924,39518.866604
-0.013180,-0.002737,-0.000243,-0.051569,0.020770,0.984881,39518.871580
-0.011050,-0.001672,-0.002373,-0.069238,-0.030957,0.984240,39518.876608
-0.007854,-0.004868,0.001888,-0.105219,-0.060254,0.980029,39518.881580
-0.005724,-0.000607,-0.004504,-0.101648,-0.032331,0.979114,39518.886606
-0.007854,0.002589,-0.001308,-0.072351,0.025988,0.991839,39518.891580
-0.012115,-0.000607,-0.005569,-0.058435,0.046588,1.020129,39518.896605
-0.005724,0.000459,-0.004504,-0.058618,0.006305,0.993854,39518.901580
-0.002528,-0.000607,-0.000243,-0.089472,-0.043683,0.982501,39518.906604
-0.002528,-0.002737,0.004018,-0.100824,-0.039380,0.991382,39518.911581
-0.006789,-0.001672,-0.008765,-0.083612,0.006579,1.015460,39518.916615
-0.005724,-0.001672,-0.006634,-0.050195,0.030474,0.990100,39518.921582
-0.005724,-0.004868,-0.007700,-0.051019,0.010791,0.974444,39518.926603
-0.009985,-0.000607,0.002953,-0.099817,-0.063550,0.961810,39518.931580
-0.014246,0.001524,-0.001308,-0.107324,-0.065107,0.966662,39518.936578
-0.014246,0.000459,-0.004504,-0.082605,-0.022260,0.987445,39518.941609
-0.009985,0.005785,-0.003439,-0.065851,0.026172,1.007678,39518.946578
-0.013180,0.000459,-0.007700,-0.045343,0.042193,1.000354,39518.951610
-0.007854,-0.001672,-0.003439,-0.072260,-0.025739,0.990191,39518.956577
-0.004658,-0.005933,-0.001308,-0.097711,-0.044324,0.980121,39518.961615
-0.003593,0.000459,0.000822,-0.104578,-0.024091,1.007312,39518.966579
-0.003593,-0.000607,-0.004504,-0.070703,0.034411,1.001086,39518.971608
-0.004658,-0.002737,-0.007700,-0.043421,0.027270,0.989734,39518.976581
-0.003593,-0.002737,-0.002373,-0.070520,-0.012555,0.985614,39518.981608
-0.003593,-0.003803,0.001888,-0.098535,-0.061811,0.972156,39518.986580
-0.006789,-0.003803,0.001888,-0.073358,-0.000379,0.992480,39518.991605
-0.008919,-0.000607,-0.000243,-0.049463,0.031298,0.995044,39518.996577
-0.013180,0.002589,-0.006634,-0.062097,-0.002118,0.975909,39519.001610
-0.008919,-0.002737,-0.006634,-0.091486,-0.052472,0.965381,39519.006579
-0.014246,0.001524,-0.003439,-0.097437,-0.048719,0.977282,39519.011609
-0.009985,-0.001672,-0.002373,-0.082605,-0.004865,1.012622,39519.016576
-0.007854,-0.001672,0.007214,-0.047540,0.041919,1.010425,39519.021615
-0.006789,-0.001672,-0.002373,-0.053125,0.023150,0.995227,39519.026577
-0.011050,0.002589,-0.005569,-0.084711,-0.023999,0.970691,39519.031607
-0.004658,-0.004868,-0.002373,-0.108606,-0.052655,0.976367,39519.036580
-0.003593,-0.003803,-0.000243,-0.095239,-0.025830,0.976733,39519.041584
-0.002528,-0.000607,-0.002373,-0.068140,0.028003,0.994311,39519.046579
-0.007854,0.002589,-0.002373,-0.052759,0.024340,0.983325,39519.051584
-0.008919,0.000459,-0.006634,-0.067774,-0.026288,0.975635,39519.056608
-0.007854,0.001524,-0.006634,-0.107691,-0.068494,0.966388,39519.061585
-0.007854,-0.000607,-0.000243,-0.106958,-0.048352,0.982867,39519.066606
-0.013180,-0.001672,-0.001308,-0.070703,0.010791,0.993945,39519.071582
-0.009985,-0.000607,-0.001308,-0.055048,0.033038,1.004107,39519.076612
-0.012115,0.002589,-0.004504,-0.068598,0.005938,0.978747,39519.081584
-0.009985,0.001524,-0.008765,-0.100092,-0.055219,0.984332,39519.086611
-0.004658,-0.001672,-0.006634,-0.091669,-0.040021,0.991198,39519.091586
-0.009985,-0.002737,0.004018,-0.071893,-0.002301,1.011615,39519.096602
-0.006789,-0.004868,0.006149,-0.056696,0.045031,1.001269,39519.101581
-0.001462,-0.004868,-0.005569,-0.071802,0.010241,0.966296,39519.106601
-0.004658,-0.001672,-0.009830,-0.087549,-0.045423,0.943042,39519.111588
-0.007854,0.004720,-0.005569,-0.100275,-0.063825,0.971423,39519.116604
-0.011050,-0.003803,-0.006634,-0.088739,-0.025830,0.998156,39519.121584
-0.006789,-0.001672,0.006149,-0.054132,0.023791,0.998980,39519.126606
-0.005724,-0.000607,0.000822,-0.051569,0.024249,0.972979,39519.131576
-0.013180,-0.000607,-0.005569,-0.081781,-0.021253,0.969043,39519.136605
-0.008919,0.005785,-0.005569,-0.096247,-0.055402,0.978564,39519.141584
-0.007854,0.003654,-0.006634,-0.095056,-0.029767,0.991748,39519.146607
-0.003593,-0.001672,0.004018,-0.068689,0.031298,1.001819,39519.151583
-0.005724,-0.001672,0.006149,-0.057062,0.036517,1.010882,39519.156615
-0.008919,-0.000607,0.001888,-0.062464,-0.013654,0.987262,39519.161586
-0.005724,0.003654,-0.006634,-0.083978,-0.058606,0.982959,39519.166608
-0.011050,0.000459,-0.006634,-0.104120,-0.051740,0.988360,39519.171580
-0.001462,0.002589,0.000822,-0.081598,-0.000837,0.997333,39519.176608
-0.009985,-0.003803,-0.000243,-0.052484,0.028003,0.975726,39519.181582
-0.007854,0.004720,0.001888,-0.051752,0.005664,0.980395,39519.186601
-0.011050,-0.000607,-0.001308,-0.092127,-0.056226,0.987445,39519.191619
-0.006789,0.002589,-0.005569,-0.101831,-0.057691,0.966113,39519.196580
-0.006789,0.000459,-0.001308,-0.091944,-0.007154,0.993487,39519.201612
-0.013180,-0.000607,-0.003439,-0.062280,0.039080,1.012988,39519.206578
-0.004658,-0.003803,0.000822,-0.048822,0.022052,1.003833,39519.211609
-0.006789,0.002589,-0.003439,-0.074549,-0.029676,0.968402,39519.216578
-0.008919,0.000459,-0.004504,-0.100549,-0.058698,0.976184,39519.221616
-0.004658,0.003654,-0.006634,-0.102289,-0.021436,0.999988,39519.226578
-0.006789,-0.001672,-0.004504,-0.066400,0.026629,0.992297,39519.231604
-0.001462,0.004720,0.005083,-0.035364,0.031024,0.996234,39519.236575
-0.008919,0.001524,-0.002373,-0.067499,-0.013562,0.998980,39519.241611
-0.002528,0.001524,-0.003439,-0.108057,-0.054395,0.995135,39519.246583
-0.006789,0.003654,-0.008765,-0.099359,-0.044324,0.982593,39519.251610
-0.003593,-0.000607,-0.006634,-0.073725,-0.005872,0.999713,39519.256582
-0.009985,-0.000607,-0.002373,-0.063013,0.021411,1.020038,39519.261612
-0.001462,0.001524,0.004018,-0.071527,-0.019605,0.972247,39519.266582
-0.006789,0.003654,-0.002373,-0.093408,-0.056684,0.948077,39519.271620
-0.014246,0.002589,-0.008765,-0.087091,-0.052289,1.003650,39519.276577
-0.016376,-0.004868,-0.001308,-0.074091,0.005572,1.021411,39519.281614
-0.007854,-0.004868,-0.006634,-0.042871,0.055835,1.015368,39519.286582
-0.006789,-0.006998,0.000822,-0.052759,0.022967,0.980945,39519.291611
0.005994,0.000459,-0.005569,-0.099176,-0.040845,0.968219,39519.296578
0.004929,0.003654,-0.006634,-0.112085,-0.056775,0.979937,39519.301609
-0.008919,0.000459,-0.005569,-0.086084,-0.034345,0.969592,39519.306587
-0.014246,0.006850,-0.005569,-0.062555,0.022784,1.014453,39519.311613
-0.012115,0.003654,0.001888,-0.060083,0.030200,0.998797,39519.316578
-0.001462,0.003654,-0.003439,-0.062647,-0.026654,0.988818,39519.321591
-0.004658,0.005785,-0.000243,-0.078028,-0.057141,0.992022,39519.326599
-0.002528,-0.000607,-0.007700,-0.094873,-0.037732,1.008502,39519.331589
-0.003593,0.002589,-0.003439,-0.075922,0.011798,1.011157,39519.336609
-0.011050,-0.000607,-0.004504,-0.050745,0.022967,0.982959,39519.341585
-0.008919,-0.001672,-0.000243,-0.066950,-0.013837,1.005572,39519.346601
-0.008919,-0.002737,0.002953,-0.095606,-0.065015,1.006671,39519.351590
-0.012115,-0.001672,-0.007700,-0.095606,-0.063733,1.003741,39519.356607
-0.006789,0.001524,-0.003439,-0.069605,0.001086,1.012439,39519.361586
-0.012115,-0.002737,-0.006634,-0.051660,0.042376,1.010608,39519.366610
-0.007854,-0.002737,-0.001308,-0.066767,0.011065,0.986804,39519.371583
-0.013180,-0.002737,0.002953,-0.083338,-0.041394,0.956317,39519.376600
-0.006789,-0.001672,-0.001308,-0.098902,-0.056318,0.982684,39519.381590
-0.002528,0.000459,-0.005569,-0.095789,-0.018598,1.011065,39519.386607
-0.003593,0.004720,-0.005569,-0.066492,0.020953,0.997973,39519.391585
-0.005724,-0.003803,-0.006634,-0.059992,0.016375,0.995501,39519.396610
-0.005724,0.001524,0.002953,-0.091303,-0.041120,0.987079,39519.401583
-0.002528,0.003654,-0.001308,-0.111170,-0.064649,0.978015,39519.406611
-0.011050,0.005785,-0.006634,-0.094507,-0.026105,1.007861,39519.410635
-0.011050,0.005785,-0.006634,-0.060358,0.023700,1.009784,39519.415596
-0.012115,0.001524,-0.003439,-0.060358,0.023700,1.009784,39519.416617
-0.001462,0.000459,-0.005569,-0.043329,0.031482,1.039721,39519.420638
-0.001462,0.000459,-0.005569,-0.061640,-0.013654,0.994586,39519.425596
-0.002528,-0.001672,0.002953,-0.061640,-0.013654,0.994586,39519.426613
-0.002528,-0.001672,-0.003439,-0.094782,-0.069959,0.975360,39519.430635
-0.002528,0.001524,0.000822,-0.109064,-0.061444,0.984515,39519.435601
-0.008919,0.000459,-0.004504,-0.088007,0.003466,0.997973,39519.440631
-0.012115,0.003654,-0.004504,-0.060266,0.019671,0.994861,39519.445621
-0.005724,0.003654,-0.004504,-0.070978,0.004107,0.979297,39519.450608
-0.009985,0.000459,0.001888,-0.099268,-0.047620,0.985614,39519.455629
-0.001462,0.002589,0.004018,-0.094599,-0.047254,0.992480,39519.460603
-0.004658,0.000459,-0.004504,-0.071619,0.000811,1.011889,39519.465623
-0.007854,0.003654,-0.007700,-0.050653,0.042468,1.021136,39519.470605
-0.000397,-0.000607,-0.003439,-0.056696,0.018664,1.004748,39519.475623
-0.003593,-0.001672,-0.003439,-0.083063,-0.045514,0.992114,39519.480610
0.000668,-0.002737,0.005083,-0.094415,-0.066205,0.983416,39519.485630
-0.004658,0.002589,-0.002373,-0.096430,-0.042218,1.012805,39519.490608
-0.003593,-0.001672,-0.006634,-0.077020,0.018847,1.014911,39519.495624
-0.005724,0.001524,-0.008765,-0.049097,0.016375,0.981769,39519.500607
-0.008919,0.000459,-0.002373,-0.070612,-0.033612,0.983233,39519.505621
-0.009985,-0.001672,0.004018,-0.098718,-0.064099,0.991107,39519.510609
-0.013180,0.001524,-0.000243,-0.088739,-0.044599,0.995685,39519.515621
-0.005724,0.000459,-0.006634,-0.065943,0.013537,1.017200,39519.520615
-0.000397,-0.002737,-0.006634,-0.044061,0.034411,1.005755,39519.525622
-0.004658,0.001524,-0.004504,-0.065851,-0.007886,0.996509,39519.530611
-0.005724,-0.000607,-0.001308,-0.109064,-0.045514,0.963550,39519.535627
-0.004658,0.001524,0.001888,-0.108148,-0.046979,0.988360,39519.540612
-0.003593,0.004720,-0.004504,-0.084894,-0.000470,1.021045,39519.545620
-0.005724,0.001524,-0.005569,-0.045984,0.039996,1.023334,39519.550608
-0.006789,0.004720,-0.006634,-0.079309,-0.044507,0.999804,39519.555625
-0.001462,0.002589,-0.001308,-0.105310,-0.059888,0.997973,39519.560625
0.000668,-0.005933,-0.000243,-0.082880,-0.025556,1.002276,39519.565597
-0.006789,0.003654,0.000822,-0.058618,0.024066,1.022143,39519.570635
-0.007854,0.003654,-0.005569,-0.055048,0.016101,1.020038,39519.575602
-0.004658,-0.003803,-0.006634,-0.069238,-0.034345,1.000903,39519.580642
-0.003593,0.001524,-0.004504,-0.095697,-0.082135,1.000537,39519.585598
-0.004658,-0.004868,0.000822,-0.104028,-0.035443,1.021411,39519.590639
-0.006789,-0.000607,-0.000243,-0.075372,0.025439,1.000079,39519.595597
-0.009985,-0.002737,-0.002373,-0.057428,0.026629,0.992297,39519.600640
-0.007854,0.004720,-0.006634,-0.061914,-0.000196,0.969226,39519.605600
-0.013180,-0.003803,-0.006634,-0.092951,-0.051465,0.998706,39519.610635
-0.004658,-0.002737,-0.004504,-0.110712,-0.049359,0.995501,39519.615600
0.001733,-0.000607,-0.004504,-0.079218,0.006671,1.004107,39519.620641
-0.002528,-0.002737,0.001888,-0.059076,0.041552,1.014544,39519.625595
-0.001462,0.002589,-0.005569,-0.063379,0.004748,1.000720,39519.630636
-0.002528,0.001524,-0.008765,-0.099359,-0.049543,0.985431,39519.635600
-0.000397,0.002589,-0.007700,-0.110986,-0.055310,0.974719,39519.640632
-0.007854,-0.000607,-0.000243,-0.081964,-0.018964,1.026721,39519.645592
-0.004658,0.001524,0.005083,-0.047083,0.022326,1.044848,39519.650638
0.001733,0.001524,-0.004504,-0.036920,0.014361,1.018207,39519.655598
0.001733,-0.001672,-0.008765,-0.081232,-0.049817,0.993030,39519.660637
-0.003593,-0.001672,-0.008765,-0.099542,-0.068311,0.973620,39519.665596
-0.004658,-0.004868,-0.001308,-0.100549,-0.030683,0.997058,39519.670633
-0.008919,-0.005933,0.000822,-0.064844,0.023608,0.996783,39519.675599
-0.004658,-0.001672,0.006149,-0.058435,0.026263,0.999804,39519.680645
-0.011050,-0.001672,-0.004504,-0.085901,-0.021070,0.980670,39519.685595
-0.004658,0.004720,-0.005569,-0.102106,-0.064008,0.979663,39519.690606
0.000668,0.001524,-0.005569,-0.100275,-0.042951,0.993670,39519.695628
-0.003593,-0.001672,-0.002373,-0.077753,0.024707,1.031024,39519.700607
-0.000397,0.001524,-0.001308,-0.050287,0.046862,1.006305,39519.705622
-0.004658,-0.000607,-0.004504,-0.065119,0.002551,0.990191,39519.710612
-0.004658,0.003654,-0.007700,-0.087915,-0.044873,0.990741,39519.715635
-0.005724,-0.000607,-0.006634,-0.100366,-0.064283,1.002826,39519.720607
0.000668,-0.001672,-0.001308,-0.094782,-0.014295,1.023150,39519.725625
-0.006789,-0.003803,-0.003439,-0.057611,0.021228,1.015185,39519.730611
-0.005724,0.002589,0.001888,-0.048731,-0.002576,1.011889,39519.735626
-0.005724,-0.000607,-0.006634,-0.082147,-0.050275,0.999713,39519.740615
-0.012115,-0.000607,-0.006634,-0.099176,-0.063825,1.000995,39519.745624
-0.007854,-0.001672,-0.006634,-0.082422,-0.013745,1.003650,39519.750611
-0.000397,-0.005933,-0.004504,-0.049921,0.032580,1.008136,39519.755625
0.002799,-0.000607,0.002953,-0.052942,0.023700,0.991382,39519.760615
-0.002528,-0.003803,-0.004504,-0.088281,-0.022718,0.957324,39519.765628
-0.007854,0.000459,-0.003439,-0.115564,-0.066297,0.972613,39519.770610
-0.005724,-0.000607,-0.008765,-0.098535,-0.043042,0.998523,39519.775628
-0.007854,-0.002737,-0.005569,-0.064569,0.011981,1.037341,39519.780611
-0.000397,-0.001672,-0.000243,-0.049188,0.032763,1.017474,39519.785620
-0.001462,-0.002737,0.000822,-0.065851,-0.009168,0.979388,39519.790607
0.001733,-0.000607,-0.004504,-0.100275,-0.058057,0.968493,39519.795634
-0.005724,0.003654,-0.006634,-0.095514,-0.049543,0.981402,39519.800609
-0.003593,-0.005933,-0.008765,-0.067224,-0.014203,1.018573,39519.805623
-0.004658,-0.001672,0.001888,-0.038568,0.030383,1.027728,39519.810631
-0.004658,-0.003803,0.001888,-0.057886,-0.000470,1.016925,39519.815606
-0.002528,-0.002737,-0.004504,-0.094599,-0.057691,0.975909,39519.820647
-0.002528,0.000459,-0.008765,-0.113550,-0.062268,0.986987,39519.825600
-0.005724,0.001524,-0.010896,-0.089380,-0.012922,0.990191,39519.830637
-0.013180,-0.002737,-0.003439,-0.060266,0.031939,1.006122,39519.835601
-0.007854,-0.002737,-0.001308,-0.060724,0.031115,0.980121,39519.840642
-0.001462,-0.000607,0.000822,-0.082880,-0.028211,0.978290,39519.845598
-0.003593,0.002589,-0.002373,-0.103845,-0.059980,0.994586,39519.850637
-0.001462,-0.003803,-0.011961,-0.092310,-0.028211,0.998065,39519.855598
-0.000397,0.000459,-0.002373,-0.066400,0.022143,1.000995,39519.860639
-0.004658,-0.000607,-0.006634,-0.050562,0.026812,0.985888,39519.865596
-0.000397,-0.000607,0.000822,-0.079492,-0.019880,0.989367,39519.870639
-0.002528,-0.000607,-0.005569,-0.096979,-0.059797,0.980670,39519.875605
-0.002528,-0.000607,-0.003439,-0.097070,-0.049359,1.008227,39519.880637
-0.001462,0.001524,-0.007700,-0.068598,0.004840,1.025897,39519.885595
-0.003593,-0.005933,-0.006634,-0.038019,0.035601,1.015552,39519.890633
-0.004658,-0.001672,0.005083,-0.064386,-0.004865,0.981585,39519.895600
-0.007854,-0.001672,0.000822,-0.095239,-0.051007,0.956408,39519.900634
-0.002528,-0.001672,-0.005569,-0.111902,-0.063642,0.969134,39519.905596
-0.008919,0.000459,-0.007700,-0.088648,-0.015851,0.990466,39519.910646
-0.006789,-0.001672,-0.006634,-0.047907,0.026904,1.005755,39519.915600
-0.008919,0.000459,-0.004504,-0.056970,0.023883,0.996325,39519.920639
-0.002528,-0.000607,-0.002373,-0.095423,-0.027204,0.968951,39519.925597
-0.001462,0.002589,0.000822,-0.101831,-0.053022,0.957324,39519.930636
-0.002528,-0.000607,-0.006634,-0.079218,-0.013745,0.998431,39519.935597
-0.003593,0.002589,-0.002373,-0.058893,0.032031,1.014361,39519.940617
-0.000397,0.000459,-0.005569,-0.053766,0.032489,0.994494,39519.945626
0.000668,0.002589,0.000822,-0.078485,-0.024366,0.960528,39519.950609
-0.000397,-0.001672,0.000822,-0.098535,-0.068036,0.980761,39519.955624
0.000668,0.004720,-0.004504,-0.081232,-0.048078,1.016925,39519.960609
-0.000397,-0.000607,-0.005569,-0.063654,0.014178,1.016742,39519.965625
-0.004658,0.000459,-0.004504,-0.052576,0.033679,0.993213,39519.970613
-0.005724,-0.004868,-0.005569,-0.065393,-0.012189,0.971972,39519.975630
-0.002528,0.000459,0.001888,-0.092493,-0.058515,0.982593,39519.980613
-0.004658,-0.001672,-0.001308,-0.088739,-0.060804,0.995501,39519.985621
-0.002528,-0.003803,-0.004504,-0.071070,-0.003034,1.002643,39519.990611
-0.002528,0.000459,-0.009830,-0.059259,0.035693,1.004657,39519.995632
-0.007854,-0.003803,0.000822,-0.055322,0.016009,0.975543,39520.000610
0.000668,-0.000607,-0.002373,-0.089380,-0.043866,0.980121,39520.005623
-0.003593,-0.001672,-0.004504,-0.105036,-0.056501,0.971240,39520.010611
0.001733,-0.000607,-0.007700,-0.089197,-0.019696,0.992114,39520.015629
0.001733,0.003654,-0.002373,-0.058069,0.028552,0.993579,39520.020611
-0.002528,0.001524,-0.010896,-0.085626,-0.034070,0.960254,39520.025624
-0.003593,-0.001672,-0.002373,-0.085626,-0.034070,0.960254,39520.029633
-0.003593,-0.001672,-0.002373,-0.103845,-0.057599,0.971240,39520.034590
-0.002528,0.000459,0.001888,-0.091760,-0.037366,1.000537,39520.035635
-0.005724,0.001524,-0.002373,-0.091760,-0.037366,1.000537,39520.039622
-0.002528,0.002589,-0.001308,-0.060083,0.018390,1.016284,39520.044598
-0.004658,0.001524,-0.010896,-0.053400,0.036425,1.001452,39520.049626
-0.001462,-0.000607,-0.004504,-0.076837,-0.017865,0.971148,39520.054596
-0.000397,-0.000607,-0.002373,-0.100000,-0.060346,0.972613,39520.059623
-0.005724,0.000459,-0.000243,-0.098718,-0.051648,0.994861,39520.064591
-0.005724,0.003654,-0.003439,-0.066675,-0.000928,1.020129,39520.069623
0.002799,0.000459,-0.008765,-0.046167,0.029559,1.007129,39520.074617
-0.002528,0.000459,-0.003439,-0.062372,0.003466,0.989276,39520.079595
-0.003593,0.000459,-0.001308,-0.094232,-0.056134,0.960528,39520.084621
-0.004658,-0.002737,-0.000243,-0.104486,-0.058973,0.971148,39520.089602
-0.004658,-0.001672,-0.002373,-0.089288,-0.016950,0.993945,39520.094627
-0.003593,0.001524,-0.007700,-0.056513,0.034503,1.004199,39520.099596
-0.002528,0.003654,-0.006634,-0.054773,0.025531,0.999530,39520.104618
-0.001462,0.001524,-0.005569,-0.078211,-0.034070,0.982776,39520.109596
0.001733,-0.003803,-0.001308,-0.102381,-0.066205,0.987903,39520.114617
0.000668,0.000459,-0.003439,-0.060541,0.017382,0.999621,39520.119594
-0.004658,0.001524,-0.004504,-0.052942,0.019030,0.994494,39520.124622
-0.000397,0.003654,-0.006634,-0.082971,-0.020795,0.976825,39520.129598
-0.007854,-0.001672,-0.006634,-0.103845,-0.068677,0.988910,39520.134621
-0.003593,0.002589,-0.000243,-0.076105,-0.047895,0.999255,39520.139597
-0.003593,-0.004868,-0.000243,-0.074732,0.005847,1.019031,39520.144614
-0.004658,0.001524,0.000822,-0.061823,0.035693,0.986072,39520.149600
-0.004658,-0.003803,-0.008765,-0.070246,-0.009717,0.966205,39520.154622
-0.012115,-0.000607,-0.004504,-0.093866,-0.058606,0.970233,39520.159596
-0.006789,0.000459,-0.001308,-0.098993,-0.051831,1.003009,39520.164616
-0.004658,-0.000607,0.000822,-0.080774,-0.002210,1.003833,39520.169595
-0.004658,0.000459,-0.003439,-0.053858,0.037341,1.005939,39520.174622
0.000668,0.000459,-0.002373,-0.054407,0.017474,0.993854,39520.179601
0.001733,0.000459,-0.004504,-0.098627,-0.043592,0.981036,39520.184618
-0.000397,0.001524,-0.006634,-0.111078,-0.069226,0.963641,39520.189623
-0.003593,-0.000607,-0.005569,-0.092676,-0.032605,0.992114,39520.194592
-0.005724,0.001524,-0.000243,-0.068140,0.028003,1.030658,39520.199627
-0.002528,0.001524,-0.002373,-0.042963,0.015918,1.012622,39520.204600
-0.001462,0.001524,-0.001308,-0.063745,-0.025830,0.995410,39520.209628
-0.001462,0.001524,-0.008765,-0.099085,-0.060346,0.993487,39520.214594
-0.002528,-0.002737,-0.004504,-0.099451,-0.045514,1.001636,39520.219625
-0.001462,-0.000607,-0.003439,-0.066217,0.009051,1.008502,39520.224590
-0.000397,-0.002737,0.000822,-0.051569,0.029467,0.998248,39520.229626
-0.004658,-0.000607,-0.005569,-0.068781,-0.015027,0.988269,39520.234594
-0.003593,-0.001672,-0.008765,-0.095331,-0.057141,0.992572,39520.239628
